https://discovery.linkedpipes.com/resource/lod/templates/http---www.rechercheisidore.fr-sparql;1;2;2;6;6;6;6;6;35
https://discovery.linkedpipes.com/resource/lod/templates/http---data.open.ac.uk-query;1;2;2;6;6;6;6;6;35
https://discovery.linkedpipes.com/resource/lod/templates/http---serendipity.utpl.edu.ec-lod-sparql;1;1;2;6;6;6;6;6;34
https://discovery.linkedpipes.com/resource/lod/templates/http---data.utpl.edu.ec-ecuadorresearch-lod-sparql;1;1;2;6;6;6;6;6;34
https://discovery.linkedpipes.com/resource/lod/templates/https---linked.opendata.cz-sparql;1;1;1;3;6;6;6;6;30
https://discovery.linkedpipes.com/resource/lod/templates/http---linked.opendata.cz-sparql;1;1;1;3;6;6;6;6;30
https://discovery.linkedpipes.com/resource/lod/templates/https---data.cssz.cz-sparql;1;1;2;2;2;5;5;5;23
https://discovery.linkedpipes.com/resource/lod/templates/http---ruian.linked.opendata.cz-sparql;1;1;2;2;2;5;5;5;23
https://discovery.linkedpipes.com/resource/lod/templates/https---data.gov.cz-sparql;1;1;2;2;2;5;5;5;23
https://discovery.linkedpipes.com/resource/lod/templates/https---www.europeandataportal.eu-sparql;1;1;2;2;2;5;5;5;23
https://discovery.linkedpipes.com/resource/lod/templates/https---nkod.opendata.cz-sparql;1;1;2;2;2;5;5;5;23
https://discovery.linkedpipes.com/resource/lod/templates/https---ruian.linked.opendata.cz-sparql;1;1;2;2;2;5;5;5;23
https://discovery.linkedpipes.com/resource/lod/templates/http---ld.iospress.nl-3030-ios-sparql;0;1;1;4;4;4;4;4;22
https://discovery.linkedpipes.com/resource/lod/templates/http---data.nobelprize.org-sparql;0;0;1;4;4;4;4;4;21
https://discovery.linkedpipes.com/resource/lod/templates/http---ldf.fi-ww1lod-sparql;1;2;2;2;2;2;2;2;15
https://discovery.linkedpipes.com/resource/lod/templates/http---apps.morelab.deusto.es-labman-sparql;1;2;2;2;2;2;2;2;15
https://discovery.linkedpipes.com/resource/lod/templates/http---statistics.data.gov.uk-sparql;1;2;2;2;2;2;2;2;15
https://discovery.linkedpipes.com/resource/lod/templates/http---sparql.odw.tw;1;2;2;2;2;2;2;2;15
https://discovery.linkedpipes.com/resource/lod/templates/http---eu.dbpedia.org-sparql;1;2;2;2;2;2;2;2;15
https://discovery.linkedpipes.com/resource/lod/templates/http---statistics.gov.scot-sparql;1;2;2;2;2;2;2;2;15
https://discovery.linkedpipes.com/resource/lod/templates/http---www.lotico.com-3030-lotico-sparql;1;2;2;2;2;2;2;2;15
https://discovery.linkedpipes.com/resource/lod/templates/https---w3id.org-scholarlydata-sparql;1;2;2;2;2;2;2;2;15
https://discovery.linkedpipes.com/resource/lod/templates/http---opendata.aragon.es-sparql;1;2;2;2;2;2;2;2;15
https://discovery.linkedpipes.com/resource/lod/templates/http---data.aalto.fi-sparql;1;1;2;2;2;2;2;2;14
https://discovery.linkedpipes.com/resource/lod/templates/http---dati.isprambiente.it-sparql;1;1;2;2;2;2;2;2;14
https://discovery.linkedpipes.com/resource/dataset/nkod/template;1;1;2;2;2;2;2;2;14
https://discovery.linkedpipes.com/resource/lod/templates/http---opendata.caceres.es-sparql;1;1;2;2;2;2;2;2;14
https://discovery.linkedpipes.com/resource/lod/templates/http---linkedspending.aksw.org-sparql;1;1;2;2;2;2;2;2;14
https://discovery.linkedpipes.com/resource/lod/templates/http---opendata.caceres.es-sparql-;1;1;2;2;2;2;2;2;14
https://discovery.linkedpipes.com/resource/lod/templates/http---data.rism.info-sparql;1;1;2;2;2;2;2;2;14
https://discovery.linkedpipes.com/resource/lod/templates/http---rdf.disgenet.org-sparql-;1;1;2;2;2;2;2;2;14
https://discovery.linkedpipes.com/resource/lod/templates/http---lod.kaist.ac.kr-sparql;1;1;2;2;2;2;2;2;14
https://discovery.linkedpipes.com/resource/lod/templates/http---cedropendata.mfcr.cz-c3lod-cedr-sparql;1;1;1;1;2;2;2;2;12
https://discovery.linkedpipes.com/resource/lod/templates/http---vocabularies.unesco.org-sparql;1;1;1;1;2;2;2;2;12
https://discovery.linkedpipes.com/resource/lod/templates/http---sparql.uniprot.org-sparql;1;1;1;1;2;2;2;2;12
https://discovery.linkedpipes.com/resource/lod/templates/http---cr.eionet.europa.eu-sparql;1;1;1;1;2;2;2;2;12
https://discovery.linkedpipes.com/resource/lod/templates/http---zbw.eu-beta-sparql-stw-query;1;1;1;1;2;2;2;2;12
https://discovery.linkedpipes.com/resource/lod/templates/http---semantic.eea.europa.eu-sparql;1;1;1;1;2;2;2;2;12
https://discovery.linkedpipes.com/resource/lod/templates/http---sparql.uniprot.org;1;1;1;1;2;2;2;2;12
https://discovery.linkedpipes.com/resource/lod/templates/http---clinicaltrials.bio2rdf.org-sparql;1;1;1;1;1;1;1;1;8
https://discovery.linkedpipes.com/resource/lod/templates/http---omim.bio2rdf.org-sparql;1;1;1;1;1;1;1;1;8
https://discovery.linkedpipes.com/resource/lod/templates/http---biomodels.bio2rdf.org-sparql;1;1;1;1;1;1;1;1;8
https://discovery.linkedpipes.com/resource/lod/templates/http---lsr.bio2rdf.org-sparql;1;1;1;1;1;1;1;1;8